label,red_mean,red_min,red_max,green_mean,green_min,green_max,blue_mean,blue_min,blue_max
cloudy,122.911,87,154,115.185,86,146,105.777,81,135
cloudy,199.302,99,255,186.483,92,242,175.358,88,240
cloudy,156.88,91,203,142.121,84,191,129.71,77,178
cloudy,170.795,163,179,161.676,154,170,151.465,144,160
cloudy,148.468,141,156,126.731,120,135,111.15,105,119
cloudy,179.507,173,190,173.402,168,182,166.635,162,174
cloudy,144.792,136,152,139.945,134,146,132.753,127,138
cloudy,191.699,102,226,174.582,97,202,160.329,86,193
cloudy,144.362,135,152,136.673,129,144,128.766,123,136
cloudy,150.511,142,160,136.255,128,146,123.758,116,134
cloudy,154.394,135,172,142.463,123,158,126.265,109,142
cloudy,126.297,66,174,116.103,73,161,105.974,70,146
cloudy,137.285,72,247,129.958,79,233,121.277,78,224
cloudy,163.194,153,187,155.213,147,178,144.368,137,167
cloudy,152.006,147,156,127.713,122,132,112.308,107,117
cloudy,154.646,104,192,143.429,100,182,130.393,94,167
cloudy,163.376,156,174,156.716,150,167,149.475,143,159
cloudy,169.226,157,184,162.237,151,175,153.296,143,166
cloudy,185.408,141,211,171.971,126,200,158.628,114,187
cloudy,138.253,132,145,117.89,113,123,106.129,101,110
cloudy,176.034,168,189,169.929,162,182,161.925,153,172
cloudy,150.323,110,214,140.056,105,205,128.934,99,192
cloudy,166.041,160,175,152.491,146,160,139.923,133,147
cloudy,211.951,157,232,199.644,145,223,180.95,125,206
cloudy,170.762,111,237,156.091,104,227,140.737,96,209
cloudy,173.236,150,200,156.727,131,186,140.401,116,170
cloudy,154.641,148,162,146.648,140,153,134.23,128,140
cloudy,220.981,137,255,212.143,126,246,198.745,115,247
cloudy,213.138,185,243,205.603,175,237,193.846,162,233
cloudy,133.14,97,168,122.841,91,156,111.427,87,141
cloudy,199.539,85,247,186.745,82,236,167.514,72,229
cloudy,154.51,148,170,147.013,142,156,136.303,132,145
cloudy,175.216,159,202,169.244,154,195,160.297,145,184
cloudy,154.609,109,198,144.608,101,189,135.053,95,179
cloudy,137.089,131,142,129.609,125,134,118.794,114,124
cloudy,195.522,187,204,188.564,179,196,176.516,167,184
cloudy,155.17,150,162,141.351,136,147,130.383,126,136
cloudy,155.795,99,207,145.728,94,197,133.617,88,184
cloudy,132.492,125,142,122.398,116,129,112.205,106,119
cloudy,129.333,124,136,109.881,106,117,94.029,88,101
cloudy,141.688,132,153,137.53,130,147,130.532,124,138
cloudy,145.495,138,153,130.045,123,138,119.18,112,128
cloudy,175.966,171,181,149.901,146,153,127.779,124,132
cloudy,163.958,157,172,157.756,152,163,148.848,144,154
cloudy,154.415,148,162,140.367,135,147,127.722,122,134
cloudy,168.2,157,185,157.598,150,174,143.997,138,160
cloudy,166.055,93,194,158.848,94,188,150.079,91,179
cloudy,160.002,127,198,134.887,107,178,116.145,97,160
cloudy,166.95,160,175,157.006,151,163,143.707,138,149
cloudy,150.542,116,208,130.466,101,197,116.083,93,184
cloudy,117.795,64,164,111.658,71,155,104.86,68,146
cloudy,140.35,133,148,135.758,131,141,128.909,125,134
cloudy,162.366,98,208,154.8,96,202,144.761,91,191
cloudy,145.491,138,153,140.232,135,146,132.31,128,137
cloudy,235.063,226,243,232.638,223,239,226.888,214,237
cloudy,145.793,115,190,137.186,109,181,127.049,103,167
cloudy,141.242,135,154,133.809,128,146,122.04,116,134
cloudy,166.173,143,187,145.653,125,168,122.784,106,145
cloudy,180.822,172,190,170.369,161,179,156.802,148,166
cloudy,209.023,189,222,196.605,177,210,182.579,163,197
cloudy,173.11,124,255,157.796,108,245,146.354,98,246
cloudy,147.9,139,156,133.233,127,142,122.881,116,131
cloudy,125.421,120,131,106.632,102,112,92.978,87,98
cloudy,140.8,114,163,132.111,105,153,122.897,99,144
cloudy,153.763,147,163,144.629,139,151,134.932,129,142
cloudy,187.678,173,204,179.894,165,197,169.849,155,186
cloudy,151.455,101,189,141.898,96,183,131.086,87,173
cloudy,141.667,133,158,126.298,118,141,114.239,108,127
cloudy,145.991,140,152,136.642,131,142,126.919,121,132
cloudy,141.792,133,151,132.942,126,141,123.647,116,131
cloudy,132.141,124,139,123.642,118,130,115.401,110,122
cloudy,121.262,86,150,111.81,84,140,102.609,79,128
cloudy,159.679,152,167,150.792,146,157,138.491,134,144
cloudy,165.337,115,195,152.796,104,184,135.981,91,167
cloudy,205.141,175,230,193.976,162,220,180.293,150,207
cloudy,129.332,120,137,118.984,114,125,109.811,105,115
cloudy,166.329,157,178,159.012,150,170,149.207,140,160
cloudy,139.269,94,175,126.475,87,162,111.203,78,146
cloudy,197.589,187,208,191.999,182,202,183.023,173,193
cloudy,156.771,147,168,152.064,146,159,144.887,138,151
cloudy,147.2,140,154,133.932,127,143,122.787,116,130
cloudy,116.678,76,170,109.82,80,160,100.05,76,145
cloudy,123.234,92,177,119.641,92,171,111.698,86,161
cloudy,100.912,94,107,95.329,92,99,91.886,87,96
cloudy,180.261,81,240,169.297,82,223,155.785,76,219
cloudy,217.031,145,244,199.643,123,225,181.161,104,221
cloudy,127.668,118,139,120.505,113,132,114.293,107,126
cloudy,139.613,62,183,132.161,67,179,123.906,66,170
cloudy,160.34,146,203,137.426,127,183,118.94,111,164
cloudy,106.731,100,116,99.529,95,106,96.23,91,101
cloudy,173.694,159,189,163.563,150,178,150.43,138,166
cloudy,165.19,155,198,157.413,150,188,145.394,138,171
cloudy,127.145,98,189,115.463,92,171,106.388,89,153
cloudy,182.602,134,205,173.46,125,197,157.826,113,181
cloudy,134.067,95,187,120.089,86,174,105.195,75,157
cloudy,149.9,141,186,136.878,129,173,126.929,121,161
cloudy,151.812,140,162,142.119,129,152,127.064,116,139
cloudy,148.463,139,157,143.408,139,149,136.126,131,142
cloudy,129.675,118,142,120.435,111,131,111.049,103,121
cloudy,90.293,83,106,87.648,84,96,85.774,82,92
cloudy,112.581,76,142,104.418,78,132,95.074,74,120
cloudy,201.825,147,228,188.761,133,217,170.036,116,199
cloudy,166.695,157,176,153.278,145,163,140.8,132,150
cloudy,141.2,46,202,131.034,53,190,120.283,56,176
cloudy,163.164,108,185,147.901,97,171,133.142,87,156
cloudy,170.272,162,178,163.177,157,169,153.464,148,159
cloudy,161.024,139,179,152.366,133,171,142.913,125,163
cloudy,159.336,152,169,144.991,137,154,132.051,125,141
cloudy,149.238,141,156,143.943,139,148,136.319,132,141
cloudy,98.626,86,188,88.296,82,170,86.332,80,161
cloudy,184.869,167,196,171.649,154,183,155.713,140,168
cloudy,141.518,132,149,137.398,129,143,132.405,125,138
cloudy,175.53,167,184,168.986,161,175,159.434,152,165
cloudy,150.348,140,161,141.131,131,153,132.122,123,143
cloudy,162.832,92,227,149.225,88,203,135.554,80,194
cloudy,168.515,160,178,161.842,156,169,153.757,148,162
cloudy,207.169,140,251,201.647,137,249,192.451,130,245
cloudy,240.841,227,246,225.555,215,229,216.938,199,224
cloudy,161.517,80,241,151.49,82,232,140.953,82,219
cloudy,206.119,124,242,190.426,109,225,171.032,94,218
cloudy,158.809,150,167,152.565,147,159,143.352,138,149
cloudy,153.179,146,164,144.013,137,153,130.906,124,138
cloudy,165.971,130,196,155.511,121,186,141.454,111,172
cloudy,148.751,132,155,133.151,123,137,120.692,113,125
cloudy,165.08,157,175,154.836,148,162,141.301,136,148
cloudy,159.791,142,227,137.625,121,219,120.572,107,206
cloudy,160.44,128,212,149.213,117,206,136.619,106,194
cloudy,120.088,110,130,112.354,105,121,105.049,99,112
cloudy,141.793,131,150,137.514,128,144,131.294,123,138
cloudy,120.876,71,157,111.934,72,147,104.771,71,137
cloudy,147.023,73,243,134.627,70,225,123.742,67,228
cloudy,150.565,141,161,146.026,138,154,139.648,132,149
cloudy,147.584,109,186,137.163,101,174,124.802,96,160
cloudy,145.809,134,156,136.032,126,146,121.558,112,131
cloudy,135.009,74,217,126.01,77,207,116.915,76,194
cloudy,156.636,96,252,148.787,94,247,137.635,90,238
cloudy,136.833,106,167,125.846,95,157,116.434,89,146
cloudy,177.613,72,232,165.34,73,215,152.651,68,218
cloudy,163.265,157,176,157.957,153,170,150.219,146,158
cloudy,129.465,124,135,109.761,104,114,93.606,88,98
cloudy,156.486,93,190,147.305,90,183,136.296,83,173
cloudy,203.128,169,253,194.176,160,248,179.426,147,239
cloudy,142.479,136,169,133.692,128,159,124.424,119,148
cloudy,123.842,114,136,115.368,108,125,108.777,103,119
cloudy,140.123,132,148,130.348,123,139,122.657,115,132
cloudy,200.386,123,248,190.044,116,241,176.548,108,232
cloudy,172.709,122,200,162.13,115,190,148.673,107,175
cloudy,178.317,168,194,172.021,163,187,162.405,153,178
cloudy,185.894,180,194,179.685,175,187,170.865,166,179
cloudy,130.806,125,138,122.975,118,129,111.149,107,117
cloudy,132.005,125,141,121.523,116,127,111.068,106,116
cloudy,110.972,103,117,95.964,91,100,87.796,83,93
cloudy,132.135,81,166,122.761,82,156,111.354,77,141
cloudy,199.726,101,244,189.043,98,230,176.808,90,228
cloudy,173.386,133,205,163.571,122,196,148.388,111,182
cloudy,170.334,104,237,153.66,96,225,136.312,90,206
cloudy,109.78,68,147,103.339,72,134,93.697,68,119
cloudy,148.957,137,159,139.662,128,147,130.241,119,138
cloudy,146.133,139,153,138.816,133,145,127.218,121,133
cloudy,190.24,185,196,186.56,181,192,179.232,173,185
cloudy,149.483,141,157,140.017,133,148,127.098,121,133
cloudy,142.319,126,163,130.826,117,151,119.648,108,138
cloudy,145.636,140,151,130.369,125,137,118.684,113,124
cloudy,162.876,157,169,156.707,152,161,148.027,144,153
cloudy,168.241,148,180,149.217,130,162,129.892,114,142
cloudy,173.966,121,214,163.865,113,205,150.566,105,191
cloudy,155.202,149,162,149.768,145,154,141.695,137,146
cloudy,128.996,55,201,123.043,59,195,116.112,59,186
cloudy,158.669,137,176,147.01,125,161,133.516,113,147
cloudy,156.488,146,165,150.275,143,157,141.631,134,148
cloudy,170.123,161,186,159.528,154,173,146.844,141,159
cloudy,137.798,125,150,128.417,118,138,119.383,110,128
cloudy,144.173,135,160,135.555,127,149,127.612,120,139
cloudy,234.877,233,237,218.914,217,221,215.488,204,218
cloudy,182.504,164,201,175.681,158,191,165.374,149,180
cloudy,162.474,157,169,154.058,149,158,141.591,137,146
cloudy,151.443,138,191,147.172,135,184,142.487,130,178
cloudy,146.939,138,159,137.523,129,147,124.848,117,134
cloudy,133.91,126,150,124.196,118,140,115.835,110,130
cloudy,133.891,123,144,124.773,115,134,115.248,106,124
cloudy,140.88,133,148,125.866,120,132,114.759,108,121
cloudy,136.687,129,144,116.459,110,123,103.771,98,110
cloudy,138.978,134,145,130.87,126,137,119.433,115,126
cloudy,151.341,143,162,141.666,134,151,129.325,123,138
cloudy,196.457,190,218,190.14,185,208,178.257,173,194
cloudy,157.023,151,164,151.122,147,156,142.761,138,148
cloudy,145.578,136,157,141.238,133,149,133.938,127,141
cloudy,136.67,120,152,126.758,111,141,117.769,104,131
cloudy,145.402,114,192,136.458,108,180,126.189,101,166
cloudy,123.846,81,181,115.761,80,171,103.522,74,155
cloudy,176.129,154,204,167.31,144,198,156.743,133,187
cloudy,138.981,133,145,131.431,127,136,120.457,116,125
cloudy,162.814,152,172,150.801,142,159,137.034,127,145
cloudy,131.453,122,142,121.623,113,132,111.809,105,122
cloudy,147.752,144,152,131.315,129,134,118.388,115,122
cloudy,135.928,116,158,124.44,107,146,109.576,96,130
cloudy,147.86,139,159,136.845,128,146,122.504,115,131
cloudy,168.711,144,188,157.923,135,177,144.457,124,163
cloudy,234.999,233,238,212.216,211,216,205.028,203,208
cloudy,106.481,64,159,99.81,67,150,92.051,66,141
cloudy,168.174,158,177,159.521,152,167,150.165,144,157
cloudy,150.966,140,162,143.701,135,153,132.196,123,141
cloudy,214.516,86,252,204.072,88,237,200.194,82,240
cloudy,203.705,157,231,189.86,145,219,169.829,126,201
cloudy,136.076,74,166,127.367,79,156,114.804,72,142
cloudy,187.849,93,252,177.369,92,237,164.853,88,232
cloudy,157.309,151,174,150.197,145,165,142.3,138,156
cloudy,144.629,136,152,141.285,135,147,136.929,131,143
cloudy,159.588,153,170,145.941,140,156,133.658,127,144
cloudy,132.372,87,187,123.92,85,180,117.037,82,171
cloudy,185.638,176,199,179.17,169,191,169.561,159,180
cloudy,121.591,78,179,112.179,81,165,102.82,78,150
cloudy,142.774,95,175,133.425,91,165,124.136,85,155
cloudy,154.501,149,162,140.938,136,148,128.649,124,136
cloudy,145.182,122,163,135.989,113,151,124.947,105,139
cloudy,167.068,157,175,156.316,148,164,141.17,132,150
cloudy,173.56,168,180,149.145,145,156,128.742,124,137
cloudy,118.566,101,133,105.795,96,117,96.091,89,106
cloudy,168.855,158,185,160.421,151,176,148.57,139,162
cloudy,225.523,210,234,217.604,204,226,203.295,192,211
cloudy,138.933,87,162,129.385,85,152,117.347,81,137
cloudy,139.629,116,170,124.531,105,153,108.288,92,136
cloudy,188.171,163,227,182.953,159,223,174.449,151,214
cloudy,151.595,143,162,143.885,136,152,131.585,125,138
cloudy,207.251,190,226,202.182,187,223,192.788,179,212
cloudy,228.915,209,248,221.328,202,241,206.865,190,230
cloudy,224.434,199,248,217.009,195,241,203.144,183,230
cloudy,143.929,96,170,130.805,90,156,115.155,81,139
cloudy,149.246,140,156,144.298,136,150,137.804,130,144
cloudy,148.355,143,154,134.613,129,140,122.987,117,128
cloudy,181.788,171,199,173.208,163,191,160.717,150,179
cloudy,146.412,138,152,124.171,117,129,109.547,103,116
cloudy,126.032,102,147,113.444,93,135,99.893,82,119
cloudy,177.162,165,196,170.127,159,188,160.586,148,178
cloudy,134.524,128,140,126.792,123,131,115.652,112,120
cloudy,167.287,159,176,158.103,151,165,145.218,139,151
cloudy,85.699,75,102,83.842,77,94,81.158,76,90
cloudy,213.586,197,231,205.541,191,223,192.247,180,207
cloudy,139.923,134,146,131.94,127,137,119.576,114,124
cloudy,164.073,148,179,155.689,140,171,147.079,132,163
cloudy,157.013,140,173,144.39,127,159,127.244,110,141
cloudy,162.677,74,212,151.198,76,202,137.305,73,187
cloudy,182.379,167,197,168.773,155,182,152.847,139,166
cloudy,136.672,108,163,116.355,95,145,103.172,87,133
cloudy,160.385,153,168,154.017,149,161,145.81,141,151
cloudy,148.331,139,158,140.061,132,148,130.317,122,139
cloudy,125.363,115,135,117.236,108,126,108.243,100,116
cloudy,158.75,115,188,151.701,109,183,143.039,101,175
cloudy,155.037,84,252,142.665,83,244,131.371,78,234
cloudy,156.967,124,201,145.641,116,190,129.037,101,174
cloudy,165.555,152,176,158.137,145,167,148.353,135,157
cloudy,162.099,150,172,151.515,140,161,138.262,127,147
cloudy,136.07,131,142,126.454,122,131,117.754,113,122
cloudy,184.111,181,204,175.29,172,197,165.997,161,188
cloudy,157.478,152,167,150.756,147,159,142.571,138,150
cloudy,179.348,170,228,174.711,165,225,166.592,158,214
cloudy,174.453,131,206,160.035,116,194,146.72,104,180
cloudy,165.168,159,173,157.655,154,163,145.87,142,152
cloudy,157.004,149,164,151.37,146,157,143.929,138,151
cloudy,137.52,105,160,124.243,96,148,114.801,87,138
cloudy,188.572,185,193,177.08,173,183,164.243,159,172
cloudy,168.565,111,191,155.29,100,179,138.528,90,161
cloudy,152.642,140,168,143.813,132,158,132.392,121,145
cloudy,107.973,74,148,100.429,76,136,93.399,72,126
cloudy,179.068,165,193,169.059,157,184,155.671,143,173
cloudy,151.344,143,162,145.309,140,153,134.957,130,142
cloudy,199.444,112,238,186.17,99,223,167.554,87,212
cloudy,199.613,192,210,192.504,186,202,180.471,174,190
cloudy,152.212,146,161,142.282,138,150,128.798,124,137
cloudy,146.179,139,154,141.481,136,147,134.037,128,139
cloudy,137.128,131,144,116.355,112,122,102.308,98,108
cloudy,165.499,120,224,154.009,109,215,140.996,100,201
cloudy,136.753,128,144,121.757,115,129,110.301,104,116
cloudy,178.3,163,200,155.596,141,181,135.618,121,161
cloudy,139.588,133,146,131.217,125,136,118.562,113,124
cloudy,202.675,106,244,193.255,97,237,180.397,92,226
cloudy,149.825,144,162,135.077,129,144,123.905,119,132
cloudy,200.008,115,246,189.512,106,232,175.593,96,231
cloudy,107.841,101,114,100.973,97,105,98.615,95,104
cloudy,151.738,106,176,140.816,101,165,127.541,94,151
cloudy,164.117,121,225,152.308,113,208,136.274,100,197
cloudy,150.004,140,159,138.56,129,147,122.458,114,131
cloudy,124.323,78,165,116.656,79,156,107.763,75,145
cloudy,139.066,128,150,127.549,119,139,116.685,108,128
cloudy,150.429,146,154,125.2,121,129,108.611,104,113
cloudy,159.513,153,164,135.686,130,140,117.422,111,122
cloudy,142.327,136,147,125.223,122,129,108.91,105,113
cloudy,133.438,86,153,123.534,84,143,111.99,79,131
cloudy,143.418,137,148,128.157,123,134,116.025,111,121
cloudy,230.043,127,253,218.291,115,240,208.102,103,237
cloudy,119.23,112,132,111.662,106,122,104.71,100,113
cloudy,131.446,78,179,118.865,77,165,108.901,75,151
cloudy,157.051,146,167,151.673,144,160,143.994,137,152
cloudy,157.16,147,165,148.932,139,155,139.404,129,146
cloudy,137.271,130,144,117.15,111,123,99.344,94,106
cloudy,145.28,137,162,138.892,132,151,129.711,123,141
cloudy,103.027,59,185,99.225,65,177,92.702,64,168
cloudy,202.168,105,231,190.411,103,216,182.771,97,216
cloudy,170.555,157,191,157.201,145,173,143.328,132,157
cloudy,159.574,151,175,147.55,140,159,132.202,126,142
cloudy,125.872,117,138,116.606,109,128,107.82,101,119
cloudy,181.247,124,234,167.349,118,212,152.578,109,204
cloudy,135.615,98,187,124.708,94,175,113.808,88,161
cloudy,223.407,108,241,208.225,102,222,198.32,93,217
cloudy,149.587,140,185,141.049,132,175,128.965,121,160
cloudy,92.032,85,112,86.104,83,95,79.487,76,85
cloudy,173.762,135,209,162.824,126,200,150.886,115,188
cloudy,147.374,140,155,139.622,134,145,130.809,124,136
cloudy,114.903,64,175,107.793,69,167,100.187,67,157
cloudy,162.321,155,175,154.632,149,165,144.418,138,155
cloudy,175.952,172,179,149.236,146,152,125.989,121,131
cloudy,216.019,205,228,210.592,200,224,200.607,190,214
cloudy,147.434,139,157,137.686,131,147,125.204,119,132
cloudy,158.116,77,206,145.989,80,195,132.252,76,180
cloudy,132.055,61,178,125.179,68,172,117.946,66,163
cloudy,183.658,172,193,172.46,162,183,159.509,148,170
cloudy,137.391,130,146,128.705,123,135,121.668,115,128
cloudy,164.266,152,174,153.697,143,163,139.354,129,149
cloudy,172.537,165,180,166.732,161,172,158.429,153,164
cloudy,125.758,120,137,115.417,111,123,106.382,102,115
cloudy,152.342,144,159,143.421,136,149,134.046,127,140
cloudy,147.7,138,163,138.984,130,154,129.114,120,144
cloudy,106.394,79,124,99.598,81,115,90.094,74,104
cloudy,162.868,127,235,155.737,122,224,147.788,116,217
cloudy,114.895,60,185,109.972,66,179,104.476,67,172
cloudy,134.646,127,143,130.31,124,138,125.263,119,132
cloudy,133.974,126,143,130.305,124,138,124.978,118,132
cloudy,141.914,132,179,134.457,127,170,125.573,117,161
cloudy,170.592,160,183,163.341,154,175,154.156,145,166
cloudy,155.38,148,165,146.929,141,154,134.702,129,140
cloudy,150.151,137,164,143.22,131,155,132.202,121,143
cloudy,152.867,141,173,140.253,129,157,123.368,114,137
cloudy,115.616,76,196,107.021,78,179,98.694,76,165
cloudy,140.146,134,147,130.746,125,136,121.875,117,127
cloudy,136.716,131,144,128.26,125,135,116.002,111,122
cloudy,172.12,131,206,158.93,117,196,146.694,107,183
cloudy,174.544,167,187,167.763,161,178,158.992,153,169
cloudy,136.175,130,143,128.195,123,134,116.096,111,121
cloudy,133.292,126,141,124.697,120,130,112.913,108,118
cloudy,149.107,108,205,138.403,98,198,125.539,89,186
cloudy,173.384,165,180,151.603,145,159,127.888,120,135
cloudy,163.575,152,175,155.942,145,168,146.046,136,157
cloudy,153.221,137,169,142.752,125,159,131.647,117,147
cloudy,144.565,138,152,130.919,123,138,119.749,113,126
cloudy,154.355,147,160,145.557,141,152,133.668,128,139
cloudy,141.913,87,208,132.463,86,199,122.847,80,188
cloudy,144.536,102,202,130.264,97,185,118.006,93,166
cloudy,123.957,116,140,113.816,108,128,104.165,99,116
cloudy,158.135,154,163,133.959,130,137,115.646,112,120
cloudy,160.63,154,168,150.337,144,156,139.414,132,147
cloudy,184.333,170,202,179.566,166,197,171.269,158,188
cloudy,157.69,150,172,150.018,144,158,139.361,134,146
cloudy,149.449,142,197,144.556,139,190,138.185,132,181
cloudy,178.171,172,191,170.643,164,180,159.981,153,169
cloudy,123.485,119,129,104.029,101,108,93.107,89,97
cloudy,170.009,157,182,161.045,150,172,149.299,139,160
cloudy,144.398,136,153,134.744,128,142,122.526,117,128
cloudy,140.834,132,152,131.501,124,145,122.224,114,134
cloudy,137.184,131,142,127.594,124,132,119.047,115,123
cloudy,189.532,164,234,167.859,147,220,146.994,131,201
cloudy,174.806,109,225,168.359,107,224,160.078,100,216
cloudy,199.2,189,212,191.551,181,204,178.566,169,192
cloudy,105.779,100,113,99.943,96,105,96.605,93,101
cloudy,149.738,141,157,145.179,139,151,138.939,133,145
cloudy,164.291,147,193,142.338,126,173,120.358,109,151
cloudy,181.568,175,188,176.219,171,183,168.371,163,174
cloudy,148.86,143,160,134.002,128,143,121.03,116,129
cloudy,131.09,122,141,121.278,115,129,111.558,106,119
cloudy,154.892,114,214,143.454,106,195,129.24,97,183
cloudy,171.256,135,193,159.774,125,182,144.128,111,167
cloudy,174.301,122,237,163.775,114,230,152.28,107,217
cloudy,139.565,133,145,132.134,127,138,121.274,117,127
cloudy,150.672,146,155,125.223,121,130,109.533,105,117
cloudy,140.234,133,146,124.94,118,131,113.256,108,121
cloudy,125.597,87,165,116.358,88,153,105.391,83,139
cloudy,142.702,136,148,134.056,129,140,125.746,120,131
cloudy,146.313,141,151,137.348,133,142,127.786,123,133
cloudy,157.955,152,163,148.834,143,153,139.193,135,144
cloudy,159.715,150,169,146.209,138,155,134.135,125,142
cloudy,211.791,118,239,196.656,109,219,179.651,100,209
cloudy,109.74,105,115,98.9,96,101,89.281,86,93
cloudy,147.523,143,152,130.692,127,134,112.639,110,116
cloudy,193.816,116,233,179.399,103,219,158.79,89,203
cloudy,187.096,132,227,179.746,124,215,170.84,117,211
cloudy,168.88,160,179,161.713,155,171,151.83,146,160
cloudy,201.434,192,209,186.045,179,193,169.371,164,177
cloudy,71.953,62,82,76.091,71,82,75.534,72,80
cloudy,151.079,141,165,139.603,130,152,123.482,115,136
cloudy,140.902,132,178,134.766,126,171,128.342,121,163
cloudy,138.069,88,180,127.815,86,168,114.928,77,154
cloudy,171.619,163,182,164.201,156,174,153.998,146,163
cloudy,142.21,125,162,132.495,116,151,121.09,107,138
cloudy,136.418,130,146,126.358,121,134,116,112,121
cloudy,136.986,124,142,116.646,107,120,104.374,97,109
cloudy,106.978,56,229,103.772,62,227,99.322,64,217
cloudy,92.069,68,255,90.023,73,244,87.905,75,232
cloudy,136.074,100,173,128.063,97,164,116.445,88,149
cloudy,153.232,96,193,141.628,92,182,130.28,89,168
cloudy,135.75,127,145,132.537,125,139,127.942,122,134
cloudy,151.196,114,181,129.579,100,163,113.927,91,146
cloudy,135.328,129,142,127.636,123,133,116.407,112,122
cloudy,174.151,170,177,147.728,146,150,124.756,121,128
cloudy,183.355,97,228,176.248,91,221,166.455,85,214
cloudy,205.17,147,231,195.043,136,222,181.459,126,208
cloudy,157.49,147,169,147.295,138,157,134.095,126,143
cloudy,170.891,119,207,162.163,110,200,151.645,100,189
cloudy,229.407,221,237,226.97,218,235,219.934,209,230
cloudy,161.488,156,167,147.34,142,152,134.297,129,139
cloudy,139.595,100,168,129.732,94,158,117.186,85,144
cloudy,173.316,167,196,152.242,147,178,129.094,125,155
cloudy,138.051,133,144,130.744,127,136,120.939,116,126
cloudy,141.832,135,149,132.978,127,140,123.976,118,129
cloudy,192.212,181,208,182.383,172,198,168.739,157,185
cloudy,181.257,130,255,165.586,117,251,150.64,106,251
cloudy,173.688,116,202,163.401,109,194,150.472,102,180
cloudy,159.578,123,187,143.12,109,163,127.526,97,143
cloudy,160.927,150,169,150.292,140,158,137.094,127,146
cloudy,136.19,120,158,121.594,108,143,110.41,98,131
cloudy,162.604,129,218,148.326,118,202,132.944,107,184
cloudy,156.672,150,164,150.638,146,157,141.772,137,147
cloudy,203.656,137,233,192.147,122,226,178.358,110,212
cloudy,179.975,132,207,169.788,123,198,156.225,113,184
cloudy,163.709,158,170,154.219,149,159,143.476,138,149
cloudy,134.192,90,178,120.458,85,161,107.509,80,143
cloudy,138.795,133,146,131.221,126,137,120.325,115,127
cloudy,170.615,163,177,163.784,159,170,155.754,151,161
cloudy,151.8,143,170,136.956,128,156,126.112,119,144
cloudy,130.261,64,173,123.834,70,167,116.728,68,158
cloudy,189.831,170,205,180.16,160,195,166.776,145,182
cloudy,139.089,134,145,131.24,127,136,118.894,114,125
cloudy,144.291,139,151,135.509,131,142,125.875,122,132
cloudy,159.161,115,170,136.912,101,148,121.071,95,132
cloudy,124.352,109,140,116.221,102,132,107.703,96,122
cloudy,171.295,164,176,157.743,151,163,145.159,139,151
cloudy,166.141,160,174,155.013,150,162,140.234,134,147
cloudy,51.006,46,84,59.975,57,84,60.683,57,78
cloudy,151.292,132,173,126.876,114,151,110.071,100,130
cloudy,139.594,134,147,132.071,127,137,120.028,116,126
cloudy,148.885,136,164,138.48,125,154,125.61,113,141
cloudy,131.643,124,141,121.519,115,128,111.679,105,117
cloudy,167.506,136,207,155.982,124,198,143.778,113,185
cloudy,151.81,95,252,142.348,93,243,132.167,91,234
desert,140.148,121,150,107.468,82,125,88.662,61,111
desert,164.029,134,191,115.311,83,132,109.66,73,128
desert,155.65,101,176,112.128,72,132,86.546,48,105
desert,154.887,128,171,116.017,87,133,115.194,85,138
desert,154.312,91,179,106.549,45,134,76.695,21,101
desert,146.397,102,164,114.18,73,134,93.284,51,115
desert,158.733,113,180,119.116,75,136,117.915,72,136
desert,162.531,140,182,121.732,102,136,118.079,99,134
desert,164.025,137,185,120.741,95,137,116.103,90,133
desert,163.587,129,193,120.487,75,138,116.693,63,139
desert,161.372,107,189,115.699,67,139,112.116,67,138
desert,164.26,139,191,124.528,98,139,118.674,91,135
desert,164.396,113,192,115.013,63,140,109.576,52,133
desert,160.598,118,191,115.253,73,141,111.27,70,136
desert,151.747,117,176,118.905,85,141,94.587,60,119
desert,164.241,142,184,127.016,105,141,122.602,99,138
desert,162.658,133,190,117.119,88,142,112.174,78,144
desert,153.647,74,200,121.005,33,142,122.199,29,146
desert,151.157,102,186,106.136,60,142,82.307,36,120
desert,158.966,107,182,116.793,65,142,89.336,36,115
desert,164.375,137,192,124.06,92,142,118.509,84,134
desert,163.498,133,188,125.522,93,143,120.98,83,141
desert,155.91,96,177,122.725,62,143,98.293,37,118
desert,163.717,131,189,127.912,92,143,124.413,87,142
desert,165.105,109,200,125.324,62,143,120.815,56,141
desert,167.328,135,191,124.948,94,143,119.891,88,140
desert,167.328,135,191,124.948,94,143,119.891,88,140
desert,166.15,137,188,126.673,97,143,119.902,91,137
desert,166.15,137,188,126.673,97,143,119.902,91,137
desert,161.306,138,179,128.374,103,144,125.939,97,140
desert,167.496,128,196,123.726,79,144,115.998,65,131
desert,171.297,132,193,127.921,89,144,120.501,80,139
desert,162.848,129,190,125.597,90,144,120.753,81,140
desert,157.166,103,181,118.015,66,145,88.489,37,118
desert,166.121,139,197,121.309,92,145,114.518,80,134
desert,164.427,131,190,127.498,93,145,121.961,90,139
desert,160.806,129,187,125.413,90,145,121.36,84,145
desert,162.408,80,206,114.304,33,146,109.153,25,142
desert,162.408,80,206,114.304,33,146,109.153,25,142
desert,153.466,91,177,119.286,59,146,94.636,34,125
desert,164.087,118,193,125.161,79,146,119.775,69,143
desert,165.05,127,188,125.352,78,146,120.037,71,141
